nombre,apellido,edad,genero,pais_origen,estado_civil,num_integrantes_familia,dependientes_menores,profesion,sector_industrial,categoria_profesional,nivel_educativo,tipo_contrato,anos_experiencia,meses_empresa_actual,ingresos_anuales,dinero_banco,deudas_totales,invertido_bolsa,invertido_cripto,invertido_propiedades,patrimonio_neto,score_crediticio,gastos_mensuales,renta_pasiva,ratio_deuda_ingreso,interes_compra_dubai,motivo_compra,presupuesto_max,zona_preferida
Luis,Álvarez,61,Hombre,España,Casado,2,1,Ingeniero Software,Inmobiliario,C-Level,PhD,Permanente,40,175,197359,103373,58831,401265,0,0,445807,761,3775,0,29.81,Medio,Inversión,2852452,Zona Costa-Premium
Clara,Moreno,31,Mujer,USA (Miami),Divorciado,1,1,Consultor,Legal,Senior,Master,Freelance,8,3,122984,50359,39465,0,34766,0,45660,772,2506,27632,32.09,Bajo,Residencia,781709,Zona Residencial-Accesible
Antonio,Hernández,61,Hombre,Colombia,Soltero,5,0,Marketing Manager,Aeroespacial,Director,Licenciatura,Permanente,39,87,141175,118709,42569,152436,0,0,228576,736,4470,0,30.15,Alto,Residencia,1799091,Zona Costa-Premium
Cristina,Gutiérrez,33,Mujer,USA (Miami),Casado,5,1,Abogado,Alimentación,Senior,Master,Permanente,10,175,83424,57277,30893,0,0,339717,366101,619,1969,18351,37.03,Medio,Inversión,1650224,Zona Costa-Premium
Clara,Vázquez,33,Mujer,España,Casado,3,3,Piloto,Energía,Mid-Level,Licenciatura,Temporal,10,119,40818,32250,46359,49170,22675,0,57736,625,1196,0,113.57,Medio,Residencia,409344,Zona Centro-Negocios
Pablo,Sánchez,31,Hombre,España,Casado,1,1,Marketing Manager,Tecnología,Senior,Master,Permanente,10,57,98466,10690,34642,59172,4007,0,39227,727,1758,0,35.18,Bajo,Mixto,568110,Zona Residencial-Accesible
María,Domínguez,56,Mujer,España,Casado,5,1,Empresario,Legal,Director,Licenciatura,Permanente,35,137,136896,94113,158372,161461,0,0,97202,719,4292,30684,115.69,Medio,Inversión,1751891,Zona Centro-Negocios
David,Vázquez,33,Hombre,Perú,Casado,3,1,Ingeniero Civil,Telecomunicaciones,Mid-Level,Licenciatura,Permanente,10,54,53089,30620,53059,56682,21558,0,55801,550,1427,0,99.94,Bajo,Residencia,585577,Zona Residencial-Accesible
Ana,Blanco,56,Mujer,España,Casado,1,0,Ingeniero Software,Educación,Director,Master,Permanente,35,103,183872,233958,179212,392536,0,0,447282,704,4989,0,97.47,Medio,Mixto,2295328,Zona Sur-Inversión
Alejandro,López,56,Hombre,España,Viudo,2,0,Consultor,Turismo,Director,Bachillerato,Permanente,33,176,98715,130137,54264,80574,0,390442,546889,681,2027,0,54.97,Alto,Inversión,2837699,Zona Centro-Negocios
Sara,García,33,Mujer,España,Casado,3,2,Piloto,Salud,Senior,Master,Permanente,10,21,99743,64328,25628,73760,0,0,112460,787,2143,0,25.69,Bajo,Mixto,998990,Zona Centro-Negocios
Sergio,Romero,31,Hombre,Colombia,Divorciado,1,1,Consultor,Tecnología,Mid-Level,Licenciatura,Permanente,9,92,40756,19241,34868,23344,3117,0,10834,628,1010,0,85.55,Bajo,Inversión,268671,Zona Residencial-Accesible
David,Martínez,31,Hombre,USA (Miami),Casado,1,1,Empresario,Construcción,Senior,Master,Permanente,9,35,92761,21569,40700,0,0,0,-19131,736,2659,14578,43.88,Bajo,Inversión,733487,Zona Sur-Inversión
Beatriz,Domínguez,31,Mujer,Chile,Divorciado,2,2,Profesor Universitario,Automotriz,Mid-Level,Licenciatura,Permanente,8,167,64407,28739,29096,28269,0,0,27912,604,1363,15025,45.18,Medio,Inversión,428086,Zona Tech-Educación
Jorge,Martín,56,Hombre,México,Soltero,1,0,Marketing Manager,Alimentación,Director,Licenciatura,Permanente,34,168,149300,91786,48390,360709,6621,999729,1410455,653,4615,0,32.41,Medio,Inversión,5000000,Zona Costa-Premium
Lucía,Sánchez,31,Mujer,Uruguay,Casado,1,0,Data Scientist,Turismo,Senior,Master,Permanente,8,175,93935,56967,37575,28872,0,0,48264,681,3104,8880,40.0,Bajo,Vacacional,681379,Zona Sur-Inversión
Manuel,Pérez,33,Hombre,España,Casado,1,1,Ingeniero Civil,Energía,Senior,Master,Temporal,11,23,115592,85057,38975,56552,46118,0,148752,781,2915,0,33.72,Medio,Residencia,1104880,Zona Sur-Inversión
Lucía,Hernández,33,Mujer,USA (Miami),Casado,5,1,Profesor Universitario,Finanzas,Mid-Level,Licenciatura,Permanente,11,100,69845,55683,32741,57692,0,0,80634,638,1915,15001,46.88,Bajo,Vacacional,782334,Zona Sur-Inversión
Carlos,Suárez,56,Hombre,España,Casado,4,0,Contador,Legal,Director,Licenciatura,Permanente,33,164,124860,182774,91948,207025,47794,0,345645,565,4056,24620,73.64,Medio,Inversión,1960138,Zona Centro-Negocios
Beatriz,Romero,33,Mujer,México,Soltero,2,0,Médico,Legal,Senior,Master,Permanente,11,75,86652,50586,62044,25192,0,0,13734,695,2376,0,71.6,Bajo,Vacacional,867939,Zona Sur-Inversión
Luis,Díaz,61,Hombre,España,Casado,2,0,Profesor Universitario,Turismo,Director,Licenciatura,Permanente,40,1,140414,207813,17762,183227,0,0,373278,729,3869,0,12.65,Bajo,Inversión,2043825,Zona Sur-Inversión
David,Jiménez,56,Hombre,España,Soltero,3,0,Gerente de Proyecto,Construcción,Director,Master,Permanente,33,13,189107,144624,134202,392868,79140,0,482430,760,3312,0,70.97,Medio,Inversión,2552932,Zona Costa-Premium
José,Hernández,56,Hombre,España,Soltero,2,0,Analista Financiero,Salud,Director,Licenciatura,Temporal,35,100,94109,145479,97207,123483,0,0,171755,553,2689,4787,103.29,Bajo,Residencia,1084855,Zona Centro-Negocios
Teresa,Ortiz,31,Mujer,España,Soltero,1,0,Marketing Manager,Salud,Senior,PhD,Permanente,9,23,97738,70345,22207,14526,6624,0,69288,750,2425,0,22.72,Medio,Vacacional,650174,Zona Sur-Inversión
Luis,Hernández,31,Hombre,México,Soltero,3,0,Ingeniero Software,Salud,Mid-Level,Licenciatura,Permanente,8,76,54689,42101,14558,16958,0,0,44501,712,1511,0,26.62,Medio,Mixto,318195,Zona Tech-Educación
Raquel,Ramos,31,Mujer,España,Casado,1,1,Contador,Turismo,Senior,Master,Permanente,10,6,122629,23197,30952,1837,20710,0,14792,727,3644,0,25.24,Bajo,Vacacional,937714,Zona Centro-Negocios
Cristina,Vázquez,33,Mujer,España,Casado,2,1,Marketing Manager,Automotriz,Director,Master,Permanente,12,142,174059,104312,74493,145059,0,0,174878,704,4456,0,42.8,Medio,Residencia,1648363,Zona Costa-Premium
Miguel,Blanco,56,Hombre,USA (Miami),Soltero,4,0,Consultor,Tecnología,Director,Master,Permanente,34,86,127882,252204,51266,314826,0,0,515764,740,2658,0,40.09,Medio,Inversión,2691794,Zona Centro-Negocios
Sofía,Martínez,31,Mujer,Perú,Casado,1,1,Director Comercial,Turismo,Senior,PhD,Permanente,8,60,124282,48493,38464,17800,19514,0,47343,704,3840,0,30.95,Medio,Inversión,668958,Zona Sur-Inversión
Jorge,Romero,31,Hombre,Venezuela,Soltero,3,0,Profesor Universitario,Aeroespacial,Senior,Master,Permanente,8,54,78540,59911,40814,22350,0,0,41447,550,2380,0,51.97,Bajo,Inversión,466683,Zona Tech-Educación
José,Serrano,33,Hombre,Argentina,Soltero,1,0,Diseñador,Turismo,Mid-Level,Licenciatura,Permanente,10,37,57974,40279,54536,66376,27138,0,79257,550,1098,0,94.07,Bajo,Residencia,551871,Zona Sur-Inversión
Sofía,López,31,Mujer,Colombia,Casado,6,1,Consultor,Educación,Senior,PhD,Temporal,8,152,76923,35755,20777,0,0,0,14978,636,1745,9216,27.01,Bajo,Inversión,540453,Zona Sur-Inversión
Mónica,Romero,33,Mujer,Chile,Casado,3,0,Contador,Educación,Mid-Level,Licenciatura,Permanente,11,70,52504,19747,38102,73851,12415,245965,313876,550,1639,0,72.57,Bajo,Mixto,1099294,Zona Centro-Negocios
Sara,Sánchez,31,Mujer,Argentina,Casado,5,2,Ingeniero Civil,Inmobiliario,Mid-Level,Licenciatura,Permanente,9,168,63794,12766,12483,11866,0,0,12149,716,1905,0,19.57,Medio,Residencia,343530,Zona Residencial-Accesible
Fernando,Gómez,56,Hombre,España,Soltero,3,0,Director Comercial,Automotriz,Director,Master,Permanente,34,39,126967,85847,98785,260178,59151,0,306391,550,4018,0,77.8,Alto,Residencia,1786544,Zona Costa-Premium
Francisco,Ruiz,33,Hombre,España,Casado,1,2,Analista Financiero,Finanzas,Senior,PhD,Permanente,11,34,120831,29669,89402,0,0,0,-59733,702,2392,0,73.99,Bajo,Vacacional,1283729,Zona Sur-Inversión
Fernando,Vázquez,33,Hombre,España,Soltero,5,0,Arquitecto,Finanzas,Senior,Master,Permanente,11,85,85341,59687,79108,0,19941,0,520,696,2206,0,92.7,Bajo,Residencia,797119,Zona Tech-Educación
Andrea,Gómez,31,Mujer,Chile,Soltero,3,0,Ingeniero Software,Energía,Senior,Master,Permanente,8,29,70756,49866,27054,0,19544,0,42356,575,1739,0,38.24,Medio,Vacacional,400167,Zona Centro-Negocios
Antonio,Ruiz,31,Hombre,Argentina,Casado,3,0,Diseñador,Turismo,Senior,PhD,Permanente,8,162,131832,43658,39055,13597,16124,0,34324,666,2660,0,29.62,Bajo,Inversión,886374,Zona Centro-Negocios
Raquel,Gómez,56,Mujer,México,Casado,2,1,Director Comercial,Aeroespacial,Director,Master,Permanente,33,41,138636,82870,156274,80538,8965,1041083,1057182,691,3470,0,112.72,Alto,Residencia,5000000,Zona Centro-Negocios
Jorge,Torres,56,Hombre,España,Soltero,2,0,Data Scientist,Consultoría,Director,Licenciatura,Permanente,33,27,148684,243589,167200,99642,42538,0,218569,604,3129,36582,112.45,Alto,Residencia,2145976,Zona Centro-Negocios
Ricardo,Muñoz,33,Hombre,España,Soltero,3,0,Product Manager,Construcción,Mid-Level,Licenciatura,Temporal,10,61,58103,31204,20640,44806,0,0,55370,661,1734,0,35.52,Bajo,Mixto,674274,Zona Sur-Inversión
Francisco,Ortiz,33,Hombre,Colombia,Soltero,2,0,Médico,Aeroespacial,Mid-Level,Licenciatura,Permanente,10,88,60744,51524,21845,0,0,0,29679,735,1987,0,35.96,Bajo,Inversión,610619,Zona Sur-Inversión
Miguel,Vázquez,31,Hombre,México,Casado,4,1,Gerente de Proyecto,Legal,Senior,Master,Temporal,10,18,97381,17315,44109,12798,0,0,-13996,783,2950,0,45.3,Medio,Mixto,526136,Zona Tech-Educación
David,Moreno,56,Hombre,España,Soltero,1,0,Director Comercial,Energía,Director,Bachillerato,Permanente,33,76,113689,125749,110955,115449,0,0,130243,550,3240,0,97.6,Medio,Inversión,1228004,Zona Centro-Negocios
Lucía,Blanco,56,Mujer,España,Soltero,3,0,Director Comercial,Turismo,Director,Licenciatura,Permanente,35,65,158650,209149,130806,296244,78025,0,452612,611,4152,0,82.45,Bajo,Vacacional,2071445,Zona Centro-Negocios
Beatriz,Castro,33,Mujer,Argentina,Viudo,4,0,Abogado,Telecomunicaciones,Mid-Level,Licenciatura,Permanente,10,102,57188,68480,50968,56771,0,0,74283,570,1099,0,89.12,Bajo,Residencia,569912,Zona Residencial-Accesible
Antonio,Ortiz,61,Hombre,Venezuela,Soltero,1,0,Gerente de Proyecto,Retail,C-Level,Master,Permanente,40,157,265517,473383,37177,345640,37508,0,819354,663,8785,69538,14.0,Alto,Mixto,4844362,Zona Costa-Premium
Andrés,Blanco,31,Hombre,Perú,Casado,2,1,Piloto,Consultoría,Mid-Level,Licenciatura,Permanente,8,78,53250,5927,13526,23893,9925,0,26219,617,1289,8205,25.4,Medio,Vacacional,415951,Zona Tech-Educación
Daniel,Moreno,56,Hombre,España,Viudo,1,0,Data Scientist,Inmobiliario,Director,Licenciatura,Permanente,35,164,166889,242632,93867,107316,56974,1046185,1359240,763,3063,0,56.25,Alto,Mixto,5000000,Zona Costa-Premium
Raquel,Ramírez,61,Mujer,México,Soltero,3,0,Empresario,Alimentación,C-Level,Master,Temporal,40,16,165151,242257,35854,323005,9104,0,538512,710,3606,0,21.71,Alto,Residencia,2244752,Zona Sur-Inversión
Alejandro,Rubio,33,Hombre,España,Casado,2,1,Arquitecto,Automotriz,Senior,PhD,Permanente,11,59,98527,54865,60642,102867,30186,0,127276,638,3247,0,61.55,Medio,Residencia,928244,Zona Sur-Inversión
Marta,Fernández,31,Mujer,México,Casado,5,0,Gerente de Proyecto,Consultoría,Senior,Master,Permanente,9,166,76835,12885,44790,22125,6829,0,-2951,550,1317,5910,58.29,Bajo,Residencia,384476,Zona Tech-Educación
Pablo,Romero,56,Hombre,Argentina,Divorciado,3,0,Ingeniero Civil,Automotriz,Director,Licenciatura,Temporal,34,76,114171,104972,72423,107746,0,0,140295,603,2299,0,63.43,Medio,Inversión,1561522,Zona Centro-Negocios
Jorge,Navarro,31,Hombre,España,Divorciado,3,2,Gerente de Proyecto,Automotriz,Mid-Level,Licenciatura,Temporal,9,134,42518,8392,36205,1220,0,124470,97877,594,1206,12350,85.15,Bajo,Inversión,334865,Zona Tech-Educación
Ana,Pérez,56,Mujer,Chile,Casado,5,2,Ingeniero Software,Alimentación,Director,Master,Freelance,35,139,145522,56304,44407,273430,0,508288,793615,727,4193,8373,30.52,Alto,Inversión,3845800,Zona Costa-Premium
David,Martínez,31,Hombre,México,Soltero,1,0,Data Scientist,Educación,Mid-Level,Licenciatura,Permanente,9,85,38940,28246,21519,10083,7530,0,24340,659,1091,0,55.26,Medio,Mixto,282055,Zona Tech-Educación
Cristina,Gutiérrez,56,Mujer,Uruguay,Casado,3,1,Abogado,Automotriz,Director,Master,Permanente,35,19,152984,147988,53633,247346,0,0,341701,780,3831,0,35.06,Medio,Residencia,1984492,Zona Centro-Negocios
Cristina,Rodríguez,33,Mujer,España,Divorciado,3,1,Data Scientist,Inmobiliario,Mid-Level,Licenciatura,Permanente,10,163,69485,25981,36406,57620,0,352188,399383,584,1408,0,52.39,Alto,Inversión,1595726,Zona Sur-Inversión
Carlos,Torres,31,Hombre,España,Soltero,1,0,Abogado,Automotriz,Senior,Master,Permanente,8,6,75891,54989,18550,0,8851,0,45290,739,1583,0,24.44,Medio,Inversión,483423,Zona Tech-Educación
Miguel,Navarro,56,Hombre,Argentina,Viudo,5,0,Director Comercial,Legal,Director,Master,Temporal,35,86,159396,282876,127273,322415,0,0,478018,647,3246,0,79.85,Medio,Mixto,2062439,Zona Costa-Premium
Rosa,Martínez,56,Mujer,Argentina,Casado,3,1,Gerente de Proyecto,Construcción,Director,Master,Permanente,34,119,124572,73496,122309,215332,0,0,166519,565,4140,24423,98.18,Bajo,Mixto,1497853,Zona Centro-Negocios
Sofía,Castro,33,Mujer,México,Soltero,4,0,Chef Ejecutivo,Automotriz,Senior,Master,Permanente,10,64,74949,38248,63622,102668,20654,0,97948,603,1358,0,84.89,Bajo,Inversión,777466,Zona Sur-Inversión
Miguel,Martínez,31,Hombre,Ecuador,Casado,6,1,Ingeniero Software,Salud,Senior,Master,Permanente,8,88,114486,21424,39267,76495,0,0,58652,796,3356,0,34.3,Bajo,Inversión,592341,Zona Sur-Inversión
Raquel,Hernández,56,Mujer,España,Soltero,2,0,Médico,Inmobiliario,Director,Licenciatura,Permanente,34,122,127879,100230,101632,202221,36627,0,237446,703,3865,0,79.48,Medio,Inversión,1674622,Zona Costa-Premium
Rafael,García,56,Hombre,España,Casado,4,1,Marketing Manager,Tecnología,Director,PhD,Permanente,35,157,120256,134574,145478,93449,0,0,82545,550,2046,0,120.97,Medio,Vacacional,1721402,Zona Costa-Premium
Antonio,Torres,56,Hombre,Perú,Casado,3,2,Product Manager,Energía,Director,Master,Permanente,35,125,149278,89842,99795,191174,0,0,181221,568,2492,0,66.85,Medio,Inversión,1786279,Zona Centro-Negocios
Sergio,Vázquez,33,Hombre,México,Casado,6,1,Gerente de Proyecto,Salud,Mid-Level,Licenciatura,Permanente,11,28,70798,51895,53173,0,5988,0,4710,550,2024,0,75.11,Bajo,Inversión,647925,Zona Residencial-Accesible
Pablo,Suárez,31,Hombre,España,Casado,1,2,Director Comercial,Energía,Senior,Master,Permanente,10,177,112596,61392,13919,81513,0,413945,542931,693,3700,0,12.36,Medio,Inversión,1600975,Zona Costa-Premium
Daniel,Torres,56,Hombre,Colombia,Casado,1,1,Director Comercial,Telecomunicaciones,Director,Licenciatura,Temporal,35,45,134390,54906,142836,141605,0,996521,1050196,594,3202,0,106.28,Alto,Mixto,5000000,Zona Centro-Negocios
Ana,Ruiz,56,No-binario,Argentina,Casado,1,1,Ingeniero Civil,Construcción,Director,Licenciatura,Permanente,33,134,165166,149543,49058,105635,0,0,206120,711,4981,0,29.7,Alto,Mixto,1746357,Zona Sur-Inversión
Ricardo,Gil,33,Hombre,España,Casado,1,1,Analista Financiero,Tecnología,Senior,Master,Permanente,11,25,112462,26118,36953,36818,0,0,25983,656,3170,0,32.86,Bajo,Inversión,1244841,Zona Residencial-Accesible
Andrés,Fernández,33,Hombre,España,Divorciado,2,1,Product Manager,Retail,Mid-Level,Licenciatura,Permanente,11,5,53269,22257,34772,33659,0,0,21144,550,1011,0,65.28,Medio,Mixto,526636,Zona Tech-Educación
Daniel,Alonso,33,Hombre,España,Casado,1,2,Consultor,Energía,Senior,PhD,Permanente,10,40,104351,83395,58996,110835,0,0,135234,582,2284,25194,56.54,Bajo,Residencia,968194,Zona Centro-Negocios
Patricia,Álvarez,56,Mujer,España,Casado,1,1,Director Comercial,Aeroespacial,Director,Master,Permanente,33,179,182915,134346,174395,286669,0,0,246620,748,5767,0,95.34,Medio,Inversión,1899985,Zona Costa-Premium
Andrea,Ruiz,56,Mujer,Venezuela,Casado,1,1,Ingeniero Software,Tecnología,Director,Master,Permanente,34,87,105871,113637,40144,128543,0,0,202036,658,3118,0,37.92,Medio,Mixto,1205667,Zona Residencial-Accesible
Pablo,Ortiz,56,Hombre,España,Soltero,2,0,Piloto,Aeroespacial,Director,Licenciatura,Freelance,35,3,116613,152212,123591,73326,0,561292,663239,550,1973,0,105.98,Medio,Inversión,3922912,Zona Centro-Negocios
Andrés,Navarro,33,Hombre,España,Soltero,2,0,Director Comercial,Educación,Director,Master,Temporal,12,104,140257,116207,48835,125604,0,374694,567670,650,3325,0,34.82,Alto,Vacacional,2445766,Zona Sur-Inversión
Francisco,Gómez,33,Hombre,Argentina,Casado,2,0,Abogado,Inmobiliario,Senior,Master,Permanente,11,164,78159,93390,61384,78725,0,0,110731,618,1400,0,78.54,Bajo,Inversión,645179,Zona Sur-Inversión
Luis,Pérez,56,Hombre,Colombia,Casado,1,2,Empresario,Tecnología,Director,Licenciatura,Permanente,34,19,104849,127026,117767,149721,0,0,158980,662,1976,0,112.32,Bajo,Mixto,1533980,Zona Centro-Negocios
José,Gutiérrez,31,Hombre,Colombia,Casado,2,2,Diseñador,Consultoría,Mid-Level,Licenciatura,Permanente,8,130,55049,28809,27993,15463,14148,0,30427,623,1544,0,50.85,Bajo,Inversión,396880,Zona Tech-Educación
Javier,Martín,33,Hombre,España,Divorciado,1,2,Gerente de Proyecto,Retail,Mid-Level,Licenciatura,Permanente,10,149,57844,36480,53259,12593,0,0,-4186,595,1580,0,92.07,Bajo,Inversión,482885,Zona Centro-Negocios
Alejandro,Castro,33,Hombre,USA (Miami),Casado,1,0,Marketing Manager,Alimentación,Director,Master,Temporal,12,93,142035,94117,99011,0,0,0,-4894,705,2449,0,69.71,Medio,Mixto,1304106,Zona Residencial-Accesible
Pedro,Serrano,61,Hombre,México,Casado,2,1,Médico,Construcción,Director,Master,Permanente,38,78,137468,102845,35241,330301,0,1052941,1450846,774,3165,0,25.64,Medio,Vacacional,5000000,Zona Centro-Negocios
Pablo,Martín,31,Hombre,España,Divorciado,4,1,Data Scientist,Alimentación,Senior,Master,Temporal,8,147,106953,58398,22880,47781,0,0,83299,781,2204,0,21.39,Bajo,Vacacional,734788,Zona Residencial-Accesible
Lucía,Pérez,31,Mujer,Chile,Casado,4,2,Desarrollador,Aeroespacial,Senior,Master,Temporal,8,89,108967,26205,34737,84614,8012,0,84094,631,3275,0,31.88,Medio,Inversión,704920,Zona Tech-Educación
Marta,Ortiz,31,Mujer,España,Casado,5,3,Diseñador,Energía,Mid-Level,Bachillerato,Permanente,8,101,37606,7132,27191,28057,11223,0,19221,550,904,0,72.3,Medio,Residencia,252881,Zona Residencial-Accesible
Sofía,Hernández,33,Mujer,USA (Miami),Divorciado,2,1,Abogado,Automotriz,Mid-Level,Licenciatura,Permanente,11,135,40641,11858,43637,33515,0,0,1736,550,930,0,107.37,Bajo,Residencia,456696,Zona Sur-Inversión
Alberto,Blanco,31,Hombre,México,Casado,2,1,Chef Ejecutivo,Energía,Mid-Level,Licenciatura,Permanente,9,151,40642,14327,22180,0,0,0,-7853,611,996,0,54.57,Bajo,Vacacional,280635,Zona Residencial-Accesible
Francisco,López,33,Hombre,Perú,Casado,6,0,Empresario,Salud,Mid-Level,Licenciatura,Permanente,10,149,62750,58745,32026,70673,0,0,97392,550,1894,0,51.04,Bajo,Mixto,616021,Zona Residencial-Accesible
Pablo,González,56,Hombre,España,Divorciado,2,0,Piloto,Educación,Director,Master,Permanente,33,48,103293,127502,51377,226664,0,0,302789,614,2320,0,49.74,Bajo,Vacacional,1520796,Zona Sur-Inversión
Isabel,Martínez,33,Mujer,Perú,Casado,1,0,Piloto,Automotriz,Director,PhD,Permanente,12,58,208856,232155,74259,167419,0,0,325315,757,5622,36706,35.56,Alto,Residencia,2490173,Zona Costa-Premium
José,Álvarez,31,Hombre,Argentina,Soltero,4,0,Arquitecto,Tecnología,Senior,Master,Permanente,8,132,106968,67345,38344,0,0,0,29001,735,2003,15034,35.85,Medio,Inversión,851439,Zona Centro-Negocios
Sara,Romero,56,Mujer,Argentina,Casado,1,2,Farmacéutico,Finanzas,Director,Licenciatura,Temporal,33,128,137565,73059,64888,292100,40114,0,340385,788,3573,0,47.17,Medio,Residencia,1676236,Zona Costa-Premium
María,Jiménez,33,Mujer,España,Casado,3,0,Farmacéutico,Legal,Senior,Licenciatura,Permanente,12,75,61129,70828,96355,9096,32860,0,16429,550,1669,10950,157.63,Bajo,Inversión,703736,Zona Sur-Inversión
Carlos,Domínguez,31,Hombre,Venezuela,Soltero,1,0,Farmacéutico,Alimentación,Mid-Level,Bachillerato,Permanente,8,12,33619,19353,44344,0,0,0,-24991,550,690,0,131.9,Medio,Residencia,204331,Zona Tech-Educación
Andrea,Jiménez,33,Mujer,España,Casado,1,2,Ingeniero Civil,Finanzas,Mid-Level,Bachillerato,Permanente,10,88,45530,14517,36773,48646,2376,0,28766,572,1074,5162,80.77,Bajo,Vacacional,539798,Zona Centro-Negocios
Jorge,Blanco,56,Hombre,México,Casado,2,1,Abogado,Turismo,Director,Licenciatura,Permanente,34,167,120910,98061,51002,152695,0,0,199754,653,3209,6904,42.18,Bajo,Mixto,1626665,Zona Sur-Inversión
Carlos,Ramírez,56,Hombre,Chile,Casado,1,2,Gerente de Proyecto,Finanzas,Director,Master,Permanente,33,171,127205,105751,151364,201028,12839,0,168254,612,2844,0,118.99,Bajo,Residencia,1733790,Zona Costa-Premium
Alberto,Gómez,33,Hombre,España,Soltero,4,0,Analista Financiero,Finanzas,Director,Master,Freelance,12,129,113213,98282,60019,32527,0,0,70790,550,2166,0,53.01,Medio,Mixto,1258901,Zona Sur-Inversión
Jorge,Gómez,31,Hombre,España,Casado,3,2,Marketing Manager,Turismo,Mid-Level,Licenciatura,Permanente,9,2,47493,25603,40016,0,0,0,-14413,634,818,12769,84.26,Medio,Residencia,320296,Zona Residencial-Accesible
Elena,Romero,56,Mujer,Colombia,Casado,2,2,Médico,Salud,Director,Licenciatura,Freelance,34,22,140518,106641,153390,155411,0,0,108662,636,3212,0,109.16,Medio,Residencia,1730885,Zona Sur-Inversión
